UserID,Product,Quantity,Date,Category,Price,Palabra_Clave,ProductID
1049,Bolígrafo Retráctil Negro 1 Mm Filgo X 1 Un.,3,2023-06-21,Hogar,$3850,Bolígrafo,811
1773,Pan Blanco Multicereal La Anónima X 540 G.,1,2023-06-25,Frescos,$1550,Pan,812
1934,Bolsa Residuo Baño 34X38Cm Task X 20 Un.,3,2023-09-06,Limpieza,$1300,Bolsa,813
1199,Fijador Gel Normal Roby X 150 G.,3,2023-08-11,Perfumeria,$6300,Fijador,814
1617,Salsa Pomarola Tradicional Knorr X 340 G.,2,2023-02-04,Almacen,$1910,Salsa,815
1050,Lustramuebles Aerosol Lavanda Blem X 360 Cc.,2,2023-05-16,Limpieza,$1400,Lustramuebles,816
1814,Gin Bulldog X 700 Cc.,3,2023-02-09,Bebidas,$6950,Gin,817
1884,Repuesto A4 Rayado Éxito Nat X 48 Un.,1,2023-03-18,Hogar,$3200,Repuesto,818
1522,Sahumerios Extra Fuertes  Real Rose Aromnza X 8 Un.,1,2023-06-05,Limpieza,$3999,Sahumerios,819
1198,"Amargo Manzana Cero Pet Terma X 1,35 Lt.",3,2023-03-10,Bebidas,$1800,Amargo,820
1145,Porotos Secos Alubias Ramoneda X 500 G.,2,2023-03-05,Almacen,$960,Porotos,821
1969,Toalla Higiénica Normal Con Alas Xtra Suav Always X 16 Un.,3,2023-04-12,Perfumeria,$2287,Toalla,822
1954,Ají Triturado Alicante X 25 G.,1,2023-12-25,Almacen,$820,Ají,823
1537,Tomate Perita Cubeteado Con Pure Canale X 400 G.,1,2023-11-04,Almacen,$1520,Tomate,824
1074,Vino Tinto Dolores Malbec X 750 Cc.,2,2023-03-22,Bebidas,$7250,Vino,825
1078,Mix Saborizante Para Verduras X 4 Un. Knorr X 30 G.,1,2023-11-11,Almacen,$1080,Mix,826
1714,Canela En Polvo Chango X 40 G.,3,2023-01-28,Almacen,$1250,Canela,827
1848,Amoladora Angular 115 Mm. Kleyton X 1 Un.,3,2023-03-24,Hogar,$1400,Amoladora,828
1151,Mostaza Natura Doy Pack X 250 G.,2,2023-05-14,Almacen,$2150,Mostaza,174
1346,Cuaderno Tapa Dura E3 Rayado Rojo 48 Hojas Éxito X 1 Un.,2,2023-02-11,Hogar,$5924,Cuaderno,829
1146,Tapas Para Empanadas La Anónima Con Semillas X 12 Un. 330 G.,3,2023-05-07,Frescos,$1950,Tapas,830
1773,Bizcochos De Arroz Dulce Gallo Snacks X 100 G.,3,2023-06-22,Almacen,$3150,Bizcochos,831
1320,Salsa De Tomate Deshidratada Knorr X 60 G.,1,2023-11-18,Almacen,$825,Salsa,832
1391,Bolsas Para Residuos Best 60X100Cm X 10 Un.,3,2023-09-03,Limpieza,$2550,Bolsas,833
1155,Vino Tinto Dulce Santa Julia X 750 Cc.,3,2023-05-04,Bebidas,$3650,Vino,100
1589,Yerba Mate Compuesta Amarilla Cachamate X 500 G.,3,2023-02-28,Almacen,$2250,Yerba,834
1074,Galletitas Mini Chocolate Rellena Vainilla Polvorita X 81 G.,2,2023-07-27,Almacen,$760,Galletitas,835
1007,Hamburguesa De Carne Vacuna La Anónima X 20 Un.,2,2023-01-09,Congelados,$2800,Hamburguesa,386
1658,Ajo Granel (Kg),3,2023-03-14,Frutas-Y-Verduras,$850,Ajo,472
1321,Sidra 1888 Rose Cosecha Especial Saenz Briones X 750 Cc.,3,2023-11-25,Bebidas,$20,Sidra,836
1135,Papel Higiénico Hoja Simple Best 30 M X 6 Un. X 18 M2,1,2023-10-03,Limpieza,$2715,Papel,837
1768,Detergente En Polvo Máquina Lavavajilla Finish X 1 Kg.,3,2023-07-14,Limpieza,$30625,Detergente,838
1211,Salsa Pomarola Tradicional Knorr X 340 G.,3,2023-07-26,Almacen,$1910,Salsa,815
1411,Te En Saquitos Avellanas Taragüi X 20 Un.,2,2023-03-01,Almacen,$7700,Te,839
1978,Yerba Mate Listo Taragui X 1 Un.,3,2023-01-22,Almacen,$1650,Yerba,840
1212,Cerveza Lata Ipa Pampa Brewing X 473 Cc.,1,2023-12-05,Bebidas,$3400,Cerveza,841
1804,Cerveza Lata Rugby Imperial X 473 Cc.,3,2023-02-19,Bebidas,$1500,Cerveza,842
1334,Milkshake Listo Para Tomar Sabor Banana Nesquik X 190Cc,3,2023-06-06,Frescos,$2200,Milkshake,843
1921,Palillos Copetín 50 Un. Iberia X50 G.,1,2023-04-05,Hogar,$3299,Palillos,844
1838,Gaseosa Cola Coca-Cola Lata X 310 Cc.,3,2023-06-16,Bebidas,$2350,Gaseosa,128
1700,Polvo Pedico Efficient Original Rexona X 200 G.,1,2023-01-25,Perfumeria,$1735,Polvo,845
1954,Capelettinis Queso Y Jamón Fort. Giacomo X 500 G.,1,2023-12-28,Almacen,$10,Capelettinis,846
1723,Madalenas Vainilla Valente X 200 G.,1,2023-05-25,Almacen,$350,Madalenas,847
1380,Cerveza Pack X 6 Un. Michelob X 473 Cc.,3,2023-08-20,Bebidas,$320,Cerveza,848
1710,Fernet Speciale Vittone X 750 Cc.,2,2023-04-21,Bebidas,$2112,Fernet,115
1809,"Agua Sin Gas Pomelo Blanco Sierra De Los Padres X 1,5 Lt.",3,2023-09-24,Bebidas,$2662,Agua,849
1203,Destornillador Aislado Ph 0 Mota X 1 Un.,2,2023-08-17,Hogar,$6015,Destornillador,850
1874,Gaseosa Naranja Diet Fanta Zero Pet X 500 Cc.,1,2023-07-11,Bebidas,$2345,Gaseosa,851
1450,Jabón Liquido Hidrata Y Revitaliza Berries Doy Pack Villeneuve X 240 Cc.,2,2023-10-12,Perfumeria,$2190,Jabón,852
1117,Grisines Blancos Bammi X 145 G.,3,2023-10-10,Almacen,$2050,Grisines,853
1261,Suavizante Original Doy Pack Comfort X 900 Cc.,1,2023-04-28,Limpieza,$2750,Suavizante,854
1917,Aceitunas Verdes La Anónima X 170 G.,3,2023-11-26,Almacen,$6700,Aceitunas,855
1050,Crema Corporal Hidratación Extrema Hinds X 250 Cc.,2,2023-04-17,Perfumeria,$2700,Crema,705
1195,"Globos 12"" Emojis Tuky X 8 Un.",3,2023-02-09,Hogar,$2200,Globos,856
1451,Fideos Celentano La Providencia X 500 G.,1,2023-01-28,Almacen,$1059,Fideos,857
1427,Levadura Fresca Calsa X 2 Un. 100 G.,3,2023-03-07,Frescos,$2600,Levadura,858
1877,Shampoo Colágeno Pantene X 200 Cc.,1,2023-07-28,Perfumeria,$4850,Shampoo,859
1856,Cepillo Dental Classic311 Gum X 2 Un.,2,2023-11-02,Perfumeria,$9850,Cepillo,860
1613,Galletitas Mini Rellenas Pitusas Vainilla X 160 G.,2,2023-03-01,Almacen,$1179,Galletitas,861
1181,Cereal En Barra Light Yogur Frutilla Cereal Mix X 26 G.,1,2023-07-09,Almacen,$5935,Cereal,862
1872,Arroz Preparado Curry Asiático Gallo X 240 G.,1,2023-07-16,Almacen,$6550,Arroz,349
1353,Film Autoadherente 28 Cm La Anónima X 30 Mts.,1,2023-05-23,Hogar,$1245,Film,863
1575,Tapa De Cuadril Estancias La Anónima (Kg),2,2023-11-27,Carniceria,$10040,Tapa,864
1793,Pan De Mesa Grande Best X 600 G.,2,2023-09-14,Frescos,$3280,Pan,865
1658,Café Instantáneo Tradicional Cappuccino Doy Pack La Virginia X 275 G.,2,2023-05-07,Almacen,$3239,Café,866
1470,Postre Dulce De Leche Y Crema Danette X 100 G.,3,2023-08-18,Frescos,$1500,Postre,867
1107,Shampoo Prov-V Miracles Revitaliza Pantene X 750 Cc.,2,2023-08-19,Perfumeria,$2535,Shampoo,477
1373,Coloración Centeno T 61 Nutrisse X 1 Un.,2,2023-03-18,Perfumeria,$3850,Coloración,868
1370,Cepillo Dental Super Flexi Colgate X 2 Un.,1,2023-04-01,Perfumeria,$2320,Cepillo,869
1198,Cinta Métrica Con  Impactos De 5 Mts. Truper X 1 Un.,1,2023-12-14,Hogar,$14299,Cinta,870
1925,Premezcla Para Chipa Mama Cocina X 400 G.,3,2023-10-05,Almacen,$2426,Premezcla,871
1533,Remolacha S/Hoja (Kg),2,2023-10-08,Frutas-Y-Verduras,$1990,Remolacha,872
1793,Medallón Crispy Proteína Vegetal Espinaca X 2 Un. Not Chicken X 240 G.,1,2023-12-01,Congelados,$6350,Medallón,873
1575,Bizcochos Granix Con Semillas De Lino X 180 G.,2,2023-08-28,Almacen,$1179,Bizcochos,874
1757,Hilo Dental Colgate Total 12 Fluor Y Menta 25 M,1,2023-12-17,Perfumeria,$2015,Hilo,875
1294,Dulce De Leche Clásico La Serenísima X 400 G.,3,2023-06-21,Frescos,$2050,Dulce,876
1696,Sopa De La Huerta Con Fideos Y Vegetales Alicante X 72 G.,2,2023-02-05,Almacen,$4150,Sopa,877
1185,Huevo Blanco Mediano Best X 12 Un.,1,2023-01-24,Frescos,$680,Huevo,878
1997,Mix Primavera Congelada Granja Del Sol X 400 G.,1,2023-09-01,Congelados,$5700,Mix,879
1167,Budín De Vainilla C/Chips De Choco Smams X 200 G.,3,2023-09-28,Almacen,$1250,Budín,880
1051,Galletitas Panal Chocolate Okebon X 247 G.,3,2023-03-25,Almacen,$736,Galletitas,881
1600,Pan De Mesa Carrefour Classic Blanco Lacteado 600 G.,2,2023-05-12,Panaderia,$3085,Pan,353
1268,Cepillos Dentales Indicator Clasico Oral B X 1 Un.,1,2023-09-05,Perfumeria,$2900,Cepillos,882
1167,Silicona Perfumada Para Interior Two One Two Cb X 125 Cc.,1,2023-05-03,Hogar,$3735,Silicona,210
1794,Grappa Rutini X 500 Cc.,2,2023-04-05,Bebidas,$7050,Grappa,883
1390,Cuchara Descartable La Anónima X 20 Un.,3,2023-01-11,Hogar,$8450,Cuchara,884
1036,Juego De Sartenes 3 Piezas Cocina & Bazar X 1 Un.,1,2023-06-17,Hogar,$30050,Juego,187
1826,Repuesto A4 Rayado Éxito Nat X 48 Un.,2,2023-01-13,Hogar,$3200,Repuesto,818
1410,Vino Tinto Clásico Malbec San Huberto X 750 Cc.,2,2023-10-11,Vinos-Finos,$10435,Vino,885
1642,Limpiador Liquido Desinfectante Lavanda Lysoform X 900 Cc.,1,2023-05-21,Limpieza,$6950,Limpiador,571
1307,Ultra Brillo Multiuso Esc Cítrica Dp Cif X 380 Cc.,3,2023-10-01,Limpieza,$2150,Ultra,886
1111,Yogur Bebible Vainilla Fortificado Sachet Ser X 900 G.,2,2023-04-08,Frescos,$1035,Yogur,887
1037,Endulzante Líquido Pet Sweet Hileret X 200 Cc.,1,2023-11-08,Almacen,$2400,Endulzante,888
1311,Medallones De Carne Vacuna Doble Swift X 2 Un. 112 Gr.,3,2023-10-25,Congelados,$4850,Medallones,889
1381,Galletas De Arroz Integral Dulces Macrobióticas X 102 G.,3,2023-12-04,Almacen,$1299,Galletas,890
1220,Grasa De Cerdo Esani X 500 G.,3,2023-02-24,Frescos,$1735,Grasa,891
1264,Harina De Trigo 0000 Favorita X 1 Kg.,1,2023-02-06,Almacen,$999,Harina,892
1006,Insecticida Aerosol Cucarachas/Arañas Max Raid X 360 Cc.,2,2023-09-21,Limpieza,$6600,Insecticida,893
1569,Destapador Sacacorchos Tipo Mozo Jovifel X 1 Un.,3,2023-11-21,Hogar,$9095,Destapador,894
1946,Arroz Risotto A La Española Estuche Gallo X 240 G.,1,2023-05-28,Almacen,$1250,Arroz,895
1157,"Vino Tinto Blend Iii Canciller X 1,125 Lt.",3,2023-09-08,Bebidas,$10670,Vino,896
1529,Ravioles De Ricota El Sol X 1 Kg.,3,2023-07-15,Frescos,$1650,Ravioles,758
1329,Desodorante Aerosol Magic Ciel X 186 Cc.,1,2023-09-10,Perfumeria,$2349,Desodorante,897
1216,Mayonesa Receta Tipo Casera Pet Hellmann S X 320 G.,3,2023-06-14,Almacen,$3850,Mayonesa,898
1330,Almidón De Maíz La Anónima X 500 G.,3,2023-10-11,Almacen,$1725,Almidón,899
1906,Pasta De Alubia Y Quinoa Fusilli Wakas X 250 G.,2,2023-09-01,Almacen,$1219,Pasta,900
1245,Almohaditas Rellenas Mousse Limón Lasfor X 200 G.,1,2023-02-25,Almacen,$3100,Almohaditas,231
1669,Microfibra Liner 038 0.4 Filgo X 10 Un.,2,2023-05-06,Hogar,$7519,Microfibra,901
1964,Alcohol Puro Porta Bialcohol X 250 Cc.,2,2023-03-23,Perfumeria,$6605,Alcohol,576
1269,Tableta Chocolate Blanco Hamlet Cookies X 45 G.,3,2023-01-12,Almacen,$19200,Tableta,401
1608,Protector Diario Sin Perfume Cuidado Diario Kotex X 60 Un.,2,2023-08-11,Perfumeria,$2650,Protector,902
1227,Marcador Twin Tip Negro Sharpie X 1 Un.,2,2023-03-07,Hogar,$3645,Marcador,903
1341,Cepillo De Dientes Colgate Baby (0-12 Meses),2,2023-11-16,Perfumeria,$4650,Cepillo,904
1547,Polvo Para Preparar Salsa Blanca 51 X 40 G.,1,2023-12-03,Almacen,$3400,Polvo,905
1287,Pan Blanco Sin Glutén Schar X 200 G.,1,2023-06-20,Frescos,$5700,Pan,906
1031,Cebolla Deshidratada Alicante X 50 G.,3,2023-06-06,Almacen,$1849,Cebolla,907
1666,Te En Saquitos Manzanilla Anís La Virginia X 25 Un.,2,2023-11-13,Almacen,$1900,Te,908
1552,Masa Pote Flúo Creativ Maped X 4 Un.,2,2023-02-21,Hogar,$14609,Masa,909
1313,Acondicionador Reparación Total Extreme Elvive X 750 Cc.,1,2023-04-12,Perfumeria,$20,Acondicionador,910
1318,Galletitas Chocolate Negro Chocolinas X 270 G.,2,2023-05-20,Almacen,$1059,Galletitas,911
1929,Suavizante Clásico Botella Vivere X 3 Lt.,1,2023-02-11,Limpieza,$2800,Suavizante,912
1730,Crema Dental Total 12 Blanqueadora Colgate X 90 G.,2,2023-07-07,Perfumeria,$2700,Crema,913
1114,Queso En Hebras 4 Quesos La Paulina X 135 G.,1,2023-11-19,Frescos,$1425,Queso,914
1960,"Agua S/Gas Naranja Levite Cero Villa Del Sur X 1,5 Lt.",1,2023-01-19,Bebidas,$1250,Agua,915
1343,Resaltadores Keyroad X 2 Un.,1,2023-06-24,Hogar,$1725,Resaltadores,916
1300,Endulzante Equalsweet Sobres X 100 Un.,2,2023-07-20,Almacen,$709,Endulzante,917
1504,Aceite De Oliva Coratina Vidrio Oliovita X 500 Cc.,2,2023-06-23,Almacen,$2520,Aceite,918
1979,Papel Higiénico New Elegante 30 M X 6 Un.,1,2023-01-27,Limpieza,$8100,Papel,919
1682,Saborizador + Bolsa Finas Hierbas Alicante X 30 G.,1,2023-10-25,Almacen,$2519,Saborizador,920
1811,Pinches Para Catering 15 Cm Party Store X 100 Un.,2,2023-02-18,Hogar,$4835,Pinches,921
1177,Preservativos Skyn Sin Látex Prime X 6 Un.,3,2023-07-12,Perfumeria,$2450,Preservativos,922
1110,Vino Tinto Cabernet-Merlot Rutini X 750 Cc.,3,2023-05-01,Bebidas,$1350,Vino,923
1425,Yerba Mate Tipo Especial Don Basilio X 500 G.,3,2023-05-04,Almacen,$5400,Yerba,924
1431,Mayonesa Clasica Doy Pack Hellmanns X 475 G.,2,2023-11-04,Almacen,$1390,Mayonesa,925
1100,Chocolate C/Leche Castañas Y Caramelo Milka X 155G,1,2023-09-13,Almacen,$7160,Chocolate,926
1102,Kit Amoladora Angular 750W Gamma X 1 Un.,1,2023-06-03,Hogar,$63189,Kit,551
1052,Medallones De Carne Vacuna X 8 Un. Goodmark X 640 G.,1,2023-09-16,Congelados,$10199,Medallones,927
1304,Yogur Colágeno Firme Vainilla Ser 190G.,1,2023-08-04,Frescos,$2750,Yogur,928
1793,Jabón De Tocador Dove Leche De Coco 90 G.,3,2023-11-04,Perfumeria,$1955,Jabón,929
1569,Cafetera Mini Expresso 9 Tazas Vidrio Cocina&Bazar X 1 Un.,1,2023-04-25,Hogar,$32889,Cafetera,930
1790,Vinagre De Manzana Alcazar X 1 Lt.,2,2023-01-17,Almacen,$3250,Vinagre,931
1014,Abrelata Tipo Uña Jovifel X 1 Un.,1,2023-04-13,Hogar,$2739,Abrelata,932
1800,Tijera Escolar Pinto Filgo,1,2023-04-05,Hogar,$7155,Tijera,933
1045,"Amargo Terma Pomelo Rosado Pet X 1,75 Lt.",2,2023-07-21,Bebidas,$1750,Amargo,934
1814,Bebida Alcohólica Gasificada Limonata Frizzé X 1 Lt.,3,2023-07-01,Bebidas,$2199,Bebida,935
1784,Gelatina En Polvo Frambuesa Ravana X 40 G.,1,2023-10-01,Almacen,$1095,Gelatina,936
1336,Picadillo De Carne Swift X 90 G.,2,2023-07-18,Almacen,$1050,Picadillo,937
1277,Aromatizante Ambiente Aerosol Floral Perf. Glade X 270 Cc.,2,2023-04-10,Limpieza,$690,Aromatizante,938
1732,Discos De Corte Metal Stanley X 1 Un.,2,2023-04-23,Hogar,$5090,Discos,261
1191,Florero Varios Colores Viha X 1 Un.,2,2023-11-28,Hogar,$3400,Florero,939
1754,Café Instantáneo Cappuccino Dulce De Leche Dp La Virginia X 155 G.,1,2023-10-17,Almacen,$1679,Café,940
1061,Enjuague Bucal Cuidado Total Suave Listerine X 250 Cc.,1,2023-12-05,Perfumeria,$6337,Enjuague,941
1391,Juego De 9 Mechas Silver Shadow X 1 Un.,1,2023-04-28,Hogar,$3285,Juego,942
1288,Vela N°6 Rosa/Celeste Tuky X 1 Un.,1,2023-07-09,Hogar,$144120,Vela,943
1129,Salsa Barbacoa Pet Dos Anclas X 410 G.,1,2023-08-04,Almacen,$4037,Salsa,944
1180,Ravioles 4 Quesos En Blíster La Anónima X 500 G.,1,2023-01-19,Frescos,$1650,Ravioles,945
1042,Crema De Leche Pote Sancor X 360 Cc.,2,2023-01-06,Frescos,$2100,Crema,946
1174,Escobillón Ragazza+Cabo Metálico Salzano X 1 Un.,2,2023-01-23,Limpieza,$1189,Escobillón,947
1471,Mermelada Frutilla Light Sin Azúcar Dulcor X 390 G.,3,2023-06-05,Almacen,$4329,Mermelada,948
1558,Caramelo De Gelatina Bunny Tembleke X 48 G.,3,2023-03-14,Almacen,$915,Caramelo,563
1458,Bizcochos Granix Con Semillas De Sésamo X 180 G.,3,2023-10-05,Almacen,$1129,Bizcochos,949
1349,Té En Saquitos Green Hills Ensobrados X 25 Un.,3,2023-06-19,Almacen,$1669,Té,950
1027,Molde Alto 26X26 Cm Estañado Ilko X 1 Un.,2,2023-01-27,Hogar,$16105,Molde,951
1138,Coloración Arándano T 28 Nutrisse X 1 Un.,3,2023-08-03,Perfumeria,$9100,Coloración,952
1904,Toalla Hig. Ultra Fina Con Alas Adapt Plus Pack Siempre Libre X 16 Un.,2,2023-01-03,Perfumeria,$5450,Toalla,517
1428,Jabón Tocador Antibacterial Next X 3 Un. 270 G.,2,2023-04-15,Perfumeria,$80,Jabón,953
1837,Jugo En Polvo Frutilla Tang X 15 G.,3,2023-08-25,Bebidas,$2900,Jugo,954
1979,Chocolate Con Leche Blanco Arcor X 95 G.,2,2023-02-25,Almacen,$2500,Chocolate,955
1113,Frutillas Congeladas Karinat X 300 G.,3,2023-12-23,Congelados,$4850,Frutillas,956
1892,Cerveza Stella Artois Lata 473Cc X6,3,2023-05-12,Bebidas,$7039,Cerveza,957
1768,Queso Crema Light Sin Sal Agregada Casancrem X 290 G.,1,2023-10-11,Frescos,$2400,Queso,958
1254,Chocolate Aireado Con Leche Suflair X 50 G.,1,2023-06-15,Almacen,$1065,Chocolate,959
1299,Croquetas De Espinaca Granja Del Sol X 400 G.,2,2023-07-02,Congelados,$11645,Croquetas,960
1818,Medallón Crispy Proteína Vegetal Napolitana X 2 Un. Not Chicken X 240 G.,2,2023-10-27,Congelados,$5300,Medallón,961
1688,Tostadas Light Best X 200 G.,1,2023-04-10,Almacen,$1150,Tostadas,962
1303,Lechuga Francesa (Kg),2,2023-04-26,Frutas-Y-Verduras,$3990,Lechuga,963
1558,Chocolate Con Leche Y Maní Cofler Block X 110 G.,1,2023-10-05,Almacen,$5100,Chocolate,964
1854,Velita De Noche Gardenia Organic X 6 Un.,3,2023-08-07,Hogar,$307,Velita,965
1576,Antitranspirante Roll On Invisible Nivea X 50 Cc.,1,2023-10-01,Perfumeria,$7245,Antitranspirante,966
1564,Girasol Tostado Salado X 200 Gr,1,2023-08-19,Frutas-Y-Verduras,$2874,Girasol,967
1198,Harina Integral 100% Con Levadura Para Pizza Pureza X 1 Kg.,3,2023-04-05,Almacen,$2150,Harina,968
1470,Canasta Inodoro Marina Full Pato X 27 G.,3,2023-12-12,Limpieza,$1750,Canasta,969
1234,Endulzante Liquido Pet Forte Hileret X 500 Cc.,3,2023-03-04,Almacen,$2250,Endulzante,970
1221,Crema Facial Día Revitalizante +55 Nivea X 50 Cc.,1,2023-04-11,Perfumeria,$11950,Crema,971
1783,Jabón Polvo Baja Espuma Bicarbonato Limon Granby X 3 Kg.,3,2023-08-05,Limpieza,$4505,Jabón,972
1373,Rejilla Auto Doble 40 Cm X 50 Cm Mr. Trapo X 1 Un.,3,2023-08-02,Limpieza,$1750,Rejilla,973
1156,Aceite Oliva Extra Virgen Andino Vidrio Natura Oliva X 500 Cc.,3,2023-03-24,Almacen,$2320,Aceite,974
1700,Shampoo Nutricion Cremosa Plusbelle X 1 Lt.,3,2023-04-22,Perfumeria,$5750,Shampoo,975
1558,Molde Para Helados Crom X 1 Un.,1,2023-12-18,Hogar,$2760,Molde,976
1519,Vino Tinto  Malbec Putruele X 750 Cc..,2,2023-07-05,Bebidas,$942,Vino,977
1822,Perfume Infantil Estuche Para Pintar L.O.L X 50 Cc.,2,2023-12-24,Perfumeria,$6079,Perfume,978
1774,Duraznos En Mitades Canale X 820 G.,1,2023-04-27,Almacen,$3100,Duraznos,979
1615,Queso Azul Horma Fraccionada Santa Rosa X 1 Kg.,2,2023-12-01,Frescos,$16200,Queso,980
1321,Kit Escolar Económico Bic X 7 Un.,3,2023-05-06,Hogar,$4595,Kit,723
1695,Aceite Girasol Legitimo X 900 Cc.,2,2023-07-08,Almacen,$1240,Aceite,981
1201,Milanesas De Soja Tipo Caseras X 4 Un. Granja Del Sol X 330 G.,3,2023-04-05,Congelados,$2100,Milanesas,982
1908,Crema De Leche Original Para Batir Las Tres Niñas X 200 Cc.,1,2023-10-16,Frescos,$2360,Crema,983
1619,Helado Ddl Americana Chocolate Frigor X 1 Kg.,2,2023-02-24,Congelados,$4850,Helado,984
1886,Arroz Risotto Parmesano Y Azafrán Gallo X 240 G.,1,2023-03-19,Almacen,$720,Arroz,985
1660,Pan Rallado Morixe X 1 Kg.,1,2023-06-27,Almacen,$1100,Pan,986
1537,Vino Tinto Merlot Estate Humberto Canale Estate X 750 Cc.,3,2023-02-07,Bebidas,$10550,Vino,987
1756,Aromatizador Textil Bubble Aromass Air X 250 Cc.,3,2023-06-21,Limpieza,$4800,Aromatizador,421
1295,Desodorante Para Auto Naranja Cb X 50 G.,2,2023-10-05,Hogar,$3700,Desodorante,988
1186,Polvo Para Preparar Bizcochuelo Chocolate Aguila X 530 G.,3,2023-05-21,Almacen,$2600,Polvo,989
1577,Galletitas Crackers Criollitas X 300 G.,2,2023-11-12,Almacen,$720,Galletitas,990
1010,Gaseosa 7 Up Light Lima Limón 1.5 L.,1,2023-11-20,Bebidas,$1297,Gaseosa,604
1035,Arroz Preparado Bajo En Sodio Gallo X 240 G.,1,2023-11-02,Almacen,$3100,Arroz,991
1231,Silicona Perfumada Para Interior Limón Cb X 125 Cc.,1,2023-08-13,Hogar,$5565,Silicona,992
1087,Café Instantáneo Capuccino Doy Pack La Anónima X 125 G.,3,2023-02-09,Almacen,$2355,Café,993
1546,Algodón Súper Estrella X 200 G.,1,2023-12-10,Perfumeria,$1950,Algodón,994
1741,Cápsulas Pike Place Starbucks Nespresso X 10U.,2,2023-06-08,Almacen,$629,Cápsulas,995
1492,Sopa Vegetales Balance Quick Knorr X 50 G.,3,2023-08-24,Almacen,$760,Sopa,996
1489,Té En Saquitos Hierbas Rosa Cachamai X 20 Un.,1,2023-02-09,Almacen,$1050,Té,997
1567,Vino Tinto Blend De Enólogo Estancia Mendoza X 750 Cc.,3,2023-04-10,Vinos-Finos,$2800,Vino,998
1068,Pan Rallado Para Horno Preferido X 500 G.,2,2023-12-10,Almacen,$13500,Pan,999
1050,Pava Acero Inoxidable Pico Silbador 1.5 Lt. Hudson X 1 Un.,1,2023-11-22,Hogar,$689,Pava,1000
1383,Coloración Cor Intensa Rubio T7.0 X 1 Un.,2,2023-05-16,Perfumeria,$5915,Coloración,1001
1675,Bombón Helado Dulce De Leche Capricho X10 Un. Ice Cream X 105 G.,3,2023-04-27,Congelados,$6350,Bombón,1002
1763,Harina Premezcla P/ Ñoquis Blancaflor X 350 G.,2,2023-08-26,Almacen,$1100,Harina,1003
1262,Capsula Reutilizable Dolce Gusto Domestic X 1 Un.,3,2023-12-23,Hogar,$10,Capsula,1004
1669,Coloración Rubio Dorado T7.3 Cor Intensa X 1 Un.,2,2023-01-06,Perfumeria,$4100,Coloración,1005
1712,Helado Chocolate Ddl Granizado Frutilla Frigor X 1 Kg.,3,2023-01-27,Congelados,$6550,Helado,1006
1362,Agua De Mesa Sin Gas Nestlé Bidón 6.3 L.,3,2023-11-24,Bebidas,$1729,Agua,1007
1359,Rebozador Naturalsur X 500 G.,1,2023-09-12,Almacen,$3699,Rebozador,1008
1109,Huevos Frescos Color De Gallinas Libres Carnave X 6 Un.,3,2023-03-28,Frescos,$5500,Huevos,1009
1327,Maíz Expandido Azucarado Julicroc X 90 G.,3,2023-06-27,Almacen,$1845,Maíz,1010
1369,Velita De Noche Gardenia Organic X 6 Un.,3,2023-04-14,Hogar,$307,Velita,965
1050,Vela N°0 Rosa/Celeste Tuky X 1 Un.,3,2023-09-02,Hogar,$2959,Vela,1011
1555,Escoba De Ginea La Sampedrina 6 Hilos Con Cabo X 1 Un.,3,2023-12-09,Limpieza,$4900,Escoba,1012
1234,Toallas Femeninas Ladysoft Nocturna Soft X 16 Un.,3,2023-12-12,Perfumeria,$9450,Toallas,1013
1558,Radicheta Envasada X 70 Gr,3,2023-12-20,Frutas-Y-Verduras,$1590,Radicheta,568
1609,Mascarilla Tratamiento Hialurónico Y Vitamina A Sedal X 300 G.,1,2023-09-22,Perfumeria,$2550,Mascarilla,1014
1385,Canela En Rama Alicante X 20 G.,2,2023-03-24,Almacen,$2900,Canela,1015
1067,Bolsa Para Consorcio 80X110 Flowi X 10 Un.,2,2023-05-07,Limpieza,$2100,Bolsa,1016
1277,Quita Insectos Cb X 500 Cc.,2,2023-06-02,Hogar,$5775,Quita,1017
1584,Te En Saquitos Taragui X 50 Un.,3,2023-04-13,Almacen,$1100,Te,1018
1869,Acondicionador Hidratación Con Vitamina A Y E Dove X 400 Cc.,1,2023-08-02,Perfumeria,$3900,Acondicionador,1019
1526,Limpiador Concentrado Multimax Lavanda X 150 Cc.,2,2023-02-28,Limpieza,$1982,Limpiador,1020
1929,Bebida Alcohólica Mojito Sin Tacc Dr.Lemon X 473 Cc.,2,2023-11-02,Bebidas,$3550,Bebida,1021
1545,Galletitas Sandwich X 3 Un. Media Tarde X 321 G.,3,2023-05-18,Almacen,$1300,Galletitas,1022
1808,Jabón Tocador Glicerina Orquídea X 3 Un. Nivea X 270 Cc.,3,2023-09-28,Perfumeria,$2015,Jabón,630
1977,Etiquetas Jardin Play Mooving,2,2023-02-07,Hogar,$1635,Etiquetas,1023
1163,Yerba Mate Compuesta C/ Hierbas Serranas Cbsé X 1 Kg.,2,2023-09-09,Almacen,$1950,Yerba,1024
1399,Lavandina Antisplash Ayudín X 1 Lt.,1,2023-03-21,Limpieza,$1120,Lavandina,1025
1749,Aceite Mezcla Girasol Y Oliva Cocinero X 900 G.,2,2023-05-22,Almacen,$4350,Aceite,1026
1210,Almidón De Maíz Sin Tacc Maizena X 220 G.,2,2023-12-15,Almacen,$3650,Almidón,1027
